STT,Link chat,Loại việc,Hệ bài chữa,Gửi giáo án,Mã giáo án,Đường dẫn bài nộp,Trạng thái,Thời gian bắt đầu,Thời gian hoàn thành,Xưng hô
3,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=100024024459080&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV-2.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV-4.docx,Đã làm,13:27,13:31,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=100067625944224&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV.docx,Đã làm,13:27,13:32,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=61554401352664&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\B4.SOCIAL-CLUB-APTIS-SV-3.docx|D:\HoangLong_Data\Download\B4.-TECHNOLOGY-CLUB-APTIS-SV-3-2.docx,Đã làm,13:32,13:35,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100014355180307&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV-1.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV-2.docx,Đã làm,13:32,13:36,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=100075495934995&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Ngọc dung.docx,Đã làm,13:36,13:40,Anh - Em (Mặc định)
1,https://www.facebook.com/messages/t/24047130644898540,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\LANGUAGE-CLUB-APTIS-SV.docx,Đã làm,5:56,5:59,Anh - Em (Mặc định)
2,https://www.facebook.com/messages/t/836842368865494,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Technology club.docx|D:\HoangLong_Data\Download\Social club.docx,Đã làm,5:56,6:02,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100085537427649&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\SOCIAL-CLUB-APTIS-SV.docx,Đã làm,6:02,6:07,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100041971069511&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\NTP.MUSIC-CLUB-APTIS-SV.docx,Đã làm,6:02,6:08,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100004158634650&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\LÊ-TRƯƠNG-ANH-QUÂN-FOOD-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\LÊ-TRƯƠNG-ANH-QUÂN-FITNESS-CLUB-APTIS-SV.docx,Đã làm,6:08,6:12,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010569671924&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\ENGLISH-CLUB-APTIS-SV.docx,Đã làm,6:08,6:13,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100009353921595&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FITNESS-CLUb-da-lam.docx,Đã làm,6:17,6:20,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100024786519743&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FITNESS-CLUB.docx|D:\HoangLong_Data\Download\FOOD-CLUB.docx,Đã làm,6:17,6:22,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100067625944224&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-APTIS-SV (1).docx|D:\HoangLong_Data\Download\SOCIAL-CLUB-APTIS-SV (1).docx,Đã làm,6:22,6:26,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=61590741970035&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HOME-LIVING-CLUB-APTIS-SV-W-30.6.docx|D:\HoangLong_Data\Download\COMMUNITY-CLUB-APTIS-SV-W-30.6.docx,Đã làm,6:22,6:27,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100014355180307&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bào 6,D:\HoangLong_Data\Download\LIVING.docx|D:\HoangLong_Data\Download\COMMUNITY-CLUB.docx,Đã làm,6:27,6:30,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100044032141748&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Writing-part-4-music-club.docx,Đã làm,6:27,6:31,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100009092768571&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC-CLUB-APTIS-SV.docx,Đã làm,6:31,6:33,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=61564331721997&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\LANGUAGE-CLUB-APTIS-SV (1).docx|D:\HoangLong_Data\Download\PHOTOGRAPHY-CLUB-APTIS-SV.docx,Đã làm,6:31,6:34,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100012077611135&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\BÀI-LÀM-BÀI-TẬP-3-Television-club-APTIS-SV.docx|D:\HoangLong_Data\Download\BÀI-TẬP-4-FITNESS-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\BÀI-TẬP-5-FOOD-CLUB-APTIS-SV.docx,Đã làm,6:34,6:39,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100009884142741&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV.docx,Đã làm,6:34,6:39,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100021762312553&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC-CLUB-NGUYEN-MANH-THANG.docx,Đã làm,6:39,6:42,Anh - Em (Mặc định)
1,https://web.facebook.com/messages/t/2535364910324556,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Writing_Ontap.docx,Đã làm,10:36,10:40,Anh - Em (Mặc định)
2,https://web.facebook.com/messages/t/4400367133615935,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Walking-Club-English.docx,Đã làm,10:36,10:41,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100033561860332&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 2,D:\HoangLong_Data\Download\Bài tập buổi 1 - Lê Thành.docx,Đã làm,10:41,10:43,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100075781824030&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Ng Linh - TELEVISION CLUB.docx,Đã làm,10:41,10:44,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010569671924&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\TELEVISION-CLUB-APTIS-SV.docx,Đã làm,10:44,10:47,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100035857670488&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Book-club.docx,Đã làm,10:44,10:48,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100005114176837&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\06. SOCIAL-CLUB-APTIS-SV-Đinh Duy Huân.docx,Đã làm,10:48,10:51,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100093538251709&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Bản sao của TELEVISION-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Bản sao của ENGLISH-CLUB-APTIS-SV.docx,Đã làm,10:48,10:54,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100005261375817&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\TECHNOLOGY-CLUB.docx|D:\HoangLong_Data\Download\Social-Club.docx,Đã làm,10:54,10:57,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100059382261627&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Writing 2_7 - Phạm Minh Phương - Music club.docx,Đã làm,10:54,10:58,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100014152321532&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HOME-LIVING-CLUB-APTIS-SV-P.docx|D:\HoangLong_Data\Download\COMMUNITY-CLUB-APTIS-SV-P.docx,Đã làm,11:01,11:04,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100007877082632&thread_type=FB_MESSAGE,,,,,,Đã làm,,,
13,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100079075418898&thread_type=FB_MESSAGE,,,,,,Đã làm,,,
14,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100035228904328&thread_type=FB_MESSAGE,,,,,,Đã làm,,,
15,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100011090416553&thread_type=FB_MESSAGE,,,,,,Đã làm,,,
16,https://web.facebook.com/messages/t/35978044661843342,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\BUSINESS-CLUB.docx,Đã làm,11:21,11:23,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100088905742927&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FASHION-CLUB.docx,Đã làm,11:42,11:44,Anh - Em (Mặc định)
18,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100007877082632&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\Hoàng-Hiền.-HOME-LIVING-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Hoàng-Hiền.-COMMUNITY-CLUB-APTIS-SV.docx,Đã làm,11:42,11:46,Anh - Em (Mặc định)
19,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100006009607155&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,vstep_bài 1,,Đã làm,11:47,11:48,Anh - Em (Mặc định)
20,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100080840679411&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,11:47,11:49,Anh - Em (Mặc định)
1,https://www.facebook.com/messages/t/1270091301902477,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\anh quoc.docx,Đã làm,20:51,20:55,Anh - Em (Mặc định)
2,https://www.facebook.com/messages/t/2110899013038310,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\BEAUTIFUL-HOMES-CLUB.docx,Đã làm,20:51,20:55,Anh - Em (Mặc định)
3,https://www.facebook.com/messages/t/33139217982358267,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\SOCIAL-CLUB-APTIS-SV.docx,Đã làm,20:51,20:56,Anh - Em (Mặc định)
4,https://www.facebook.com/messages/t/898212953030744,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\CAR-CLUB-1.docx|D:\HoangLong_Data\Download\Walking-Club-English.docx,Đã làm,20:56,21:00,Anh - Em (Mặc định)
5,https://www.facebook.com/messages/t/1407808377534414,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\ART-CLUB-Mỹ-Trang.docx|D:\HoangLong_Data\Download\FASHION-CLUB-Mỹ-Trang.docx,Đã làm,20:56,21:01,Anh - Em (Mặc định)
6,https://www.facebook.com/messages/t/968227508887485,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Reading-Club.docx,Đã làm,20:56,21:01,Anh - Em (Mặc định)
7,https://www.facebook.com/messages/t/9918734384882441,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\SCIENCE-CLUB.docx,Đã làm,21:01,21:05,Anh - Em (Mặc định)
8,https://www.facebook.com/messages/t/1720230495763127,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Debate-Club..docx,Đã làm,21:01,21:06,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100057219168092&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 2,D:\HoangLong_Data\Download\TASK-1-MỜI-BẠN-TỚI-THÀNH-PHỐ-CỦA-MÌNH-1.docx,Đã làm,21:01,21:07,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100055495142151&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Television-club-APTIS-SV-làm.docx|D:\HoangLong_Data\Download\ENGLISH-CLUB-làm.docx,Đã làm,21:07,21:10,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100012384186153&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\COMMUNITY-CLUB.docx,Đã làm,21:07,21:12,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100054207472970&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\_TELEVISION-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\ENGLISH-CLUB-APTIS-SV.docx,Đã làm,21:07,21:12,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100059170575156&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Chuc Huong- Music Club.docx|D:\HoangLong_Data\Download\Chuc Huong- Music Club (1).docx,Đã làm,21:18,21:22,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=61553431301847&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Writing Aptis .docx,Đã làm,21:34,21:38,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100012638019800&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Đặng-Hà-Giang_Social-Club.docx,Đã làm,21:34,21:39,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100051933908033&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Technology club.docx|D:\HoangLong_Data\Download\Social club.docx,Đã làm,21:34,21:41,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100014410814567&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HOME-LIVING_MT.docx|D:\HoangLong_Data\Download\COMMUNITY-CLUB-MT.docx,Đã làm,21:41,21:44,Anh - Em (Mặc định)
18,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100013384263263&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\social-club-QAN.docx,Đã làm,21:41,21:46,Anh - Em (Mặc định)
19,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100018198195309&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\SOCIAL CLUB (1).docx|D:\HoangLong_Data\Download\SOCIAL CLUB (2).docx,Đã làm,21:41,21:47,Anh - Em (Mặc định)
20,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100067625944224&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\COMMUNITY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\HOME-LIVING-CLUB-APTIS-SV.docx,Đã làm,21:47,21:52,Anh - Em (Mặc định)
21,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100075781824030&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Ng Linh - ENGLISH CLUB.docx|D:\HoangLong_Data\Download\Ng Linh - ENGLISH CLUB (1).docx,Đã làm,21:47,21:53,Anh - Em (Mặc định)
22,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100014602568069&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Pham Thao Nguyen - Music Club.docx,Đã làm,21:47,21:54,Anh - Em (Mặc định)
23,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100035401966857&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-SOCIAL-CLUB.docx,Đã làm,21:54,21:57,Anh - Em (Mặc định)
24,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100075495934995&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\ngọc dung.docx,Đã làm,21:54,21:58,Anh - Em (Mặc định)
25,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100070733343844&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 3,D:\HoangLong_Data\Download\Bongda-hoctiengviet.docx,Đã làm,21:54,21:59,Anh - Em (Mặc định)
26,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100034476845492&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HW.docx,Đã làm,21:59,22:02,Anh - Em (Mặc định)
27,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100023578530659&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\12.-BOOK-CLUB.docx,Đã làm,22:11,22:13,Anh - Em (Mặc định)
28,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100034690819782&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Television-club.docx,Đã làm,22:11,22:14,Anh - Em (Mặc định)
29,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100080840679411&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC CLUB.docx,Đã làm,22:11,,Anh - Em (Mặc định)
1,https://www.facebook.com/messages/e2ee/t/1049739444221716,Chỉ gửi giáo án,,Không,gen_bài 5,,Đã làm,15:38,15:39,Anh - Em (Mặc định)
2,https://www.facebook.com/messages/e2ee/t/1049739444221716,Chỉ gửi giáo án,,Không,gen_bài 1,,Đã làm,15:43,15:44,
1,https://www.facebook.com/messages/t/1318497022466062,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Writting.docx|D:\HoangLong_Data\Download\Writting (1).docx,Đã làm,11:23,11:26,Anh - Em (Mặc định)
2,https://www.facebook.com/messages/t/767206999232105,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Ex_ SPORT CLUB.docx,Đã làm,14:26,14:28,Anh - Em (Mặc định)
3,https://www.facebook.com/messages/t/950752107724743,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FILM-CLUB-APTIS-SV.docx,Đã làm,14:26,14:29,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100092882052158&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 4,D:\HoangLong_Data\Download\TASK-1-VIẾT-VỀ-VALI-BỊ-MẤT-1-1.docx|D:\HoangLong_Data\Download\TASK-1-VIẾT-THƯ-CHO-SẾP-XIN-HỌC-KHÓA-HỌC-1.docx,Đã làm,14:29,14:34,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100007884723792&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\lan anh.docx,Đã làm,14:29,14:35,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100076861942579&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 8,D:\HoangLong_Data\Download\HONGGAM-TASK-2-CHẢY-MÁU-CHẤT-XÁM-NGUYÊN-NHÂN-GIẢI-PHÁP-1.docx,Đã làm,14:46,14:48,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100019480114291&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Nguyen Anh Ngữ-của ENGLISH-CLUB-APTIS-SV.docx,Đã làm,14:46,14:49,Anh - Em (Mặc định)
